Msec,X,TargX,Y,TargY,Z,TargZ
13334,0.28882,0.30896,0.011859,-0.20428,0.95731,1.4536
13367,0.2874,0.30896,0.012917,-0.20428,0.95772,1.4536
13400,0.28796,0.30896,0.014166,-0.20428,0.95754,1.4536
13434,0.28895,0.30896,0.015084,-0.20428,0.95723,1.4536
13467,0.28871,0.30896,0.015832,-0.20428,0.95729,1.4536
13500,0.28795,0.30896,0.01515,-0.20428,0.95753,1.4536
13534,0.2607,0.30896,-0.075249,-0.20428,0.96248,1.4536
13567,0.23695,0.30896,-0.23178,-0.20428,0.94347,1.4536
13600,0.24096,0.30896,-0.23059,-0.20428,0.94275,1.4536
13634,0.24111,0.30896,-0.22668,-0.20428,0.94365,1.4536
13667,0.24102,0.30896,-0.22212,-0.20428,0.94476,1.4536
13700,0.24005,0.30896,-0.2206,-0.20428,0.94536,1.4536
13734,0.24372,0.30896,-0.21639,-0.20428,0.9454,1.4536
13767,0.24521,0.30896,-0.21526,-0.20428,0.94527,1.4536
13800,0.24379,0.30896,-0.21376,-0.20428,0.94598,1.4536
13834,0.24507,0.30896,-0.21261,-0.20428,0.94591,1.4536
13867,0.24587,0.30896,-0.21039,-0.20428,0.94619,1.4536
13900,0.24675,0.30896,-0.21027,-0.20428,0.94599,1.4536
13934,0.24622,0.30896,-0.20962,-0.20428,0.94628,1.4536
13967,0.24595,0.30896,-0.20754,-0.20428,0.9468,1.4536
14000,0.24677,0.30896,-0.20606,-0.20428,0.94691,1.4536
14034,0.2443,0.30896,-0.2087,-0.20428,0.94698,1.4536
14067,0.24661,0.30896,-0.20913,-0.20428,0.94628,1.4536
14100,0.2459,0.30896,-0.20806,-0.20428,0.9467,1.4536
14134,0.24522,0.30896,-0.20568,-0.20428,0.9474,1.4536
14167,0.24605,0.30896,-0.20564,-0.20428,0.94719,1.4536
14200,0.24566,0.30896,-0.20792,-0.20428,0.94679,1.4536
14234,0.24462,0.30896,-0.20876,-0.20428,0.94688,1.4536
14267,0.24477,0.30896,-0.20754,-0.20428,0.94711,1.4536
14300,0.2453,0.30896,-0.20702,-0.20428,0.94708,1.4536
14334,0.24527,0.30896,-0.20478,-0.20428,0.94758,1.4536
14367,0.24322,0.30896,-0.20278,-0.20428,0.94854,1.4536
14400,0.24369,0.30896,-0.20115,-0.20428,0.94876,1.4536
14434,0.24184,0.30896,-0.2004,-0.20428,0.9494,1.4536
14467,0.24303,0.30896,-0.20008,-0.20428,0.94916,1.4536
14500,0.24375,0.30896,-0.2011,-0.20428,0.94876,1.4536
14534,0.24264,0.30896,-0.20022,-0.20428,0.94923,1.4536
14567,0.24106,-0.25663,-0.19802,-0.25663,0.9501,1.4554
14600,0.24245,-0.25663,-0.19804,-0.25663,0.94973,1.4554
14634,0.24109,-0.25663,-0.19654,-0.25663,0.95039,1.4554
14667,0.24225,-0.25663,-0.19633,-0.25663,0.95014,1.4554
14700,0.24354,-0.25663,-0.19515,-0.25663,0.95006,1.4554
14734,0.24308,-0.25663,-0.19445,-0.25663,0.95032,1.4554
14767,0.23557,-0.25663,-0.19734,-0.25663,0.95161,1.4554
14834,-0.12564,-0.25663,-0.25568,-0.25663,0.95856,1.4554
14867,-0.12512,-0.25663,-0.25424,-0.25663,0.95901,1.4554
14900,-0.12305,-0.25663,-0.25628,-0.25663,0.95874,1.4554
14934,-0.12246,-0.25663,-0.25542,-0.25663,0.95904,1.4554
14967,-0.13287,-0.25663,-0.25455,-0.25663,0.95789,1.4554
15034,-0.14529,-0.25663,-0.2526,-0.25663,0.9566,1.4554
15067,-0.15305,-0.25663,-0.25189,-0.25663,0.95558,1.4554
15100,-0.15878,-0.25663,-0.2503,-0.25663,0.95506,1.4554
15134,-0.16167,-0.25663,-0.24996,-0.25663,0.95466,1.4554
15167,-0.16408,-0.25663,-0.24827,-0.25663,0.95469,1.4554
15200,-0.16636,-0.25663,-0.2481,-0.25663,0.95434,1.4554
15234,-0.1673,-0.25663,-0.24715,-0.25663,0.95443,1.4554
15267,-0.16854,-0.25663,-0.24521,-0.25663,0.95471,1.4554
15300,-0.16972,-0.25663,-0.24401,-0.25663,0.95481,1.4554
15334,-0.1696,-0.25663,-0.24431,-0.25663,0.95475,1.4554
15367,-0.17003,-0.25663,-0.24647,-0.25663,0.95412,1.4554
15400,-0.17003,-0.25663,-0.24651,-0.25663,0.95411,1.4554
15434,-0.17042,-0.25663,-0.24641,-0.25663,0.95407,1.4554
15467,-0.17109,-0.25663,-0.24585,-0.25663,0.95409,1.4554
15500,-0.17247,-0.25663,-0.24561,-0.25663,0.9539,1.4554
15534,-0.17274,-0.25663,-0.24475,-0.25663,0.95407,1.4554
15567,-0.17332,-0.25663,-0.24455,-0.25663,0.95402,1.4554
15600,-0.17479,-0.25663,-0.24464,-0.25663,0.95373,1.4554
15634,-0.17443,-0.25663,-0.24429,-0.25663,0.95389,1.4554
15667,-0.17416,-0.25663,-0.24551,-0.25663,0.95362,1.4554
15700,-0.17504,-0.25663,-0.24493,-0.25663,0.95361,1.4554
15734,-0.17511,-0.25663,-0.24307,-0.25663,0.95407,1.4554
15767,-0.175,-0.25663,-0.24368,-0.25663,0.95394,1.4554
15800,-0.17507,-0.25663,-0.24485,-0.25663,0.95362,1.4554
15834,-0.1759,-0.25663,-0.24602,-0.25663,0.95317,1.4554
15867,-0.17494,0.30896,-0.24547,0.20428,0.95349,1.4536
15900,-0.17498,0.30896,-0.2448,0.20428,0.95365,1.4536
15934,-0.17685,0.30896,-0.24481,0.20428,0.9533,1.4536
15967,-0.17592,0.30896,-0.24334,0.20428,0.95385,1.4536
16000,-0.17464,0.30896,-0.24454,0.20428,0.95378,1.4536
16034,-0.17379,0.30896,-0.24577,0.20428,0.95362,1.4536
16067,-0.16621,0.30896,-0.24713,0.20428,0.95462,1.4536
16200,0.22178,0.30896,0.062378,0.20428,0.9731,1.4536
16234,0.22248,0.30896,0.061331,0.20428,0.97301,1.4536
16267,0.2232,0.30896,0.062145,0.20428,0.97279,1.4536
16300,0.23388,0.30896,0.067823,0.20428,0.9699,1.4536
16334,0.2411,0.30896,0.071861,0.20428,0.96784,1.4536
16367,0.24619,0.30896,0.074436,0.20428,0.96636,1.4536
16400,0.24714,0.30896,0.07564,0.20428,0.96602,1.4536
16434,0.2489,0.30896,0.077257,0.20428,0.96544,1.4536
16467,0.25015,0.30896,0.078984,0.20428,0.96498,1.4536
16500,0.25029,0.30896,0.079225,0.20428,0.96492,1.4536
16534,0.24983,0.30896,0.080155,0.20428,0.96497,1.4536
16567,0.25063,0.30896,0.081015,0.20428,0.96469,1.4536
16600,0.25091,0.30896,0.081444,0.20428,0.96458,1.4536
16634,0.25212,0.30896,0.08082,0.20428,0.96432,1.4536
16667,0.25248,0.30896,0.080714,0.20428,0.96423,1.4536
16700,0.25517,0.30896,0.080514,0.20428,0.96354,1.4536
16734,0.25628,0.30896,0.081904,0.20428,0.96313,1.4536
16767,0.25647,0.30896,0.082015,0.20428,0.96307,1.4536
16800,0.25596,0.30896,0.08268,0.20428,0.96315,1.4536
16834,0.25441,0.30896,0.082461,0.20428,0.96357,1.4536
16867,0.25375,0.30896,0.082239,0.20428,0.96377,1.4536
16900,0.25396,0.30896,0.08315,0.20428,0.96364,1.4536
16934,0.2546,0.30896,0.083209,0.20428,0.96346,1.4536
16967,0.25512,0.30896,0.082853,0.20428,0.96335,1.4536
17000,0.2557,0.30896,0.082574,0.20428,0.96322,1.4536
17034,0.25518,0.30896,0.083291,0.20428,0.9633,1.4536
17067,0.25553,0.36288,0.082783,0,0.96325,1.4554
17100,0.25525,0.36288,0.08239,0,0.96336,1.4554
17134,0.25492,0.36288,0.081755,0,0.9635,1.4554
17167,0.2548,0.36288,0.083088,0,0.96342,1.4554
17200,0.25522,0.36288,0.084061,0,0.96322,1.4554
17234,0.25555,0.36288,0.084593,0,0.96309,1.4554
17267,0.25503,0.36288,0.08433,0,0.96325,1.4554
17300,0.28252,0.36288,-0.022892,0,0.95899,1.4554
17334,0.28421,0.36288,-0.035653,0,0.9581,1.4554
17367,0.28436,0.36288,-0.044251,0,0.9577,1.4554
17400,0.2866,0.36288,-0.050457,0,0.95672,1.4554
17434,0.28876,0.36288,-0.055728,0,0.95578,1.4554
17467,0.29032,0.36288,-0.058444,0,0.95514,1.4554
17500,0.29169,0.36288,-0.060367,0,0.95461,1.4554
17534,0.29266,0.36288,-0.061988,0,0.9542,1.4554
17567,0.29316,0.36288,-0.062444,0,0.95402,1.4554
17600,0.29441,0.36288,-0.062868,0,0.95361,1.4554
17634,0.29522,0.36288,-0.061805,0,0.95343,1.4554
17667,0.29422,0.36288,-0.060823,0,0.9538,1.4554
17700,0.29408,0.36288,-0.061126,0,0.95382,1.4554
17734,0.29325,0.36288,-0.060491,0,0.95412,1.4554
17767,0.2935,0.36288,-0.061403,0,0.95398,1.4554
17800,0.2942,0.36288,-0.060185,0,0.95385,1.4554
17834,0.29442,0.36288,-0.060859,0,0.95374,1.4554
17867,0.29121,0.36288,-0.062835,0,0.95459,1.4554
17900,0.28879,0.36288,-0.063677,0,0.95527,1.4554
17934,0.28703,0.36288,-0.064225,0,0.95576,1.4554
17967,0.28588,0.36288,-0.064637,0,0.95608,1.4554
18000,0.28521,0.36288,-0.065659,0,0.95621,1.4554
18034,0.28582,0.36288,-0.066034,0,0.95601,1.4554
18067,0.28405,0.36288,-0.065623,0,0.95656,1.4554
18100,0.28325,0.36288,-0.066164,0,0.95676,1.4554
18134,0.28332,0.36288,-0.066303,0,0.95673,1.4554
18167,0.28113,0.36288,-0.065884,0,0.9574,1.4554
18200,0.28043,0.36288,-0.064945,0,0.95767,1.4554
18234,0.27992,0.36288,-0.066479,0,0.95772,1.4554
18267,0.27962,0.36288,-0.066428,0,0.95781,1.4554
18300,0.27855,0.36288,-0.066435,0,0.95812,1.4554
18334,0.2778,0.36288,-0.066865,0,0.95831,1.4554
18367,0.27978,0.36288,-0.065964,0,0.95779,1.4554
18400,0.27959,0.36288,-0.066259,0,0.95783,1.4554
18434,0.27978,-0.18269,-0.069134,-0.05196,0.95757,1.4879
18467,0.27992,-0.18269,-0.068553,-0.05196,0.95757,1.4879
18500,0.27975,-0.18269,-0.067659,-0.05196,0.95769,1.4879
18534,0.28185,-0.18269,-0.067506,-0.05196,0.95708,1.4879
18567,0.28307,-0.18269,-0.067541,-0.05196,0.95672,1.4879
18600,0.28336,-0.18269,-0.067402,-0.05196,0.95664,1.4879
18634,0.039949,-0.18269,-0.071891,-0.05196,0.99661,1.4879
18667,-0.11849,-0.18269,-0.10765,-0.05196,0.9871,1.4879
18700,-0.11785,-0.18269,-0.10749,-0.05196,0.9872,1.4879
18734,-0.11753,-0.18269,-0.10429,-0.05196,0.98758,1.4879
18767,-0.11683,-0.18269,-0.10288,-0.05196,0.98781,1.4879
18800,-0.1158,-0.18269,-0.102,-0.05196,0.98802,1.4879
18834,-0.11576,-0.18269,-0.10109,-0.05196,0.98812,1.4879
18867,-0.11512,-0.18269,-0.10068,-0.05196,0.98824,1.4879
18900,-0.11419,-0.18269,-0.10079,-0.05196,0.98833,1.4879
18934,-0.11493,-0.18269,-0.10051,-0.05196,0.98828,1.4879
18967,-0.11393,-0.18269,-0.1007,-0.05196,0.98837,1.4879
19000,-0.11466,-0.18269,-0.099879,-0.05196,0.98837,1.4879
19034,-0.11511,-0.18269,-0.10322,-0.05196,0.98798,1.4879
19067,-0.11533,-0.18269,-0.10403,-0.05196,0.98786,1.4879
19100,-0.11555,-0.18269,-0.10648,-0.05196,0.98758,1.4879
19134,-0.1164,-0.18269,-0.10797,-0.05196,0.98732,1.4879
19167,-0.11633,-0.18269,-0.10709,-0.05196,0.98742,1.4879
19200,-0.11496,-0.18269,-0.10773,-0.05196,0.98751,1.4879
19234,-0.11192,-0.18269,-0.10863,-0.05196,0.98776,1.4879
19267,-0.11098,-0.18269,-0.109,-0.05196,0.98783,1.4879
19300,-0.11044,-0.18269,-0.10745,-0.05196,0.98806,1.4879
19334,-0.11047,-0.18269,-0.1067,-0.05196,0.98813,1.4879
19367,-0.11032,-0.18269,-0.1057,-0.05196,0.98826,1.4879
19400,-0.11148,-0.18269,-0.10509,-0.05196,0.98819,1.4879
19434,-0.1114,-0.18269,-0.10504,-0.05196,0.98821,1.4879
19467,-0.11288,-0.18269,-0.10432,-0.05196,0.98812,1.4879
19500,-0.11264,-0.18269,-0.10396,-0.05196,0.98818,1.4879
19534,-0.1118,-0.18269,-0.10406,-0.05196,0.98827,1.4879
19567,-0.1101,-0.18269,-0.10437,-0.05196,0.98843,1.4879
19600,-0.11086,-0.18269,-0.10479,-0.05196,0.9883,1.4879
19634,-0.11099,-0.18269,-0.10404,-0.05196,0.98836,1.4879
19667,-0.11146,-0.18269,-0.1035,-0.05196,0.98836,1.4879
19700,-0.11249,-0.18269,-0.10364,-0.05196,0.98823,1.4879
19734,-0.11236,-0.18269,-0.1048,-0.05196,0.98813,1.4879
19767,-0.11188,-0.18269,-0.10478,-0.05196,0.98818,1.4879
19800,-0.11184,-0.18269,-0.10351,-0.05196,0.98832,1.4879
19834,-0.1119,-0.18269,-0.10164,-0.05196,0.98851,1.4879
19867,-0.11181,-0.18269,-0.10184,-0.05196,0.9885,1.4879
19900,-0.11225,0.13071,-0.10137,-0.026079,0.9885,1.4941
19934,-0.11245,0.13071,-0.1007,-0.026079,0.98854,1.4941
19967,-0.11226,0.13071,-0.10057,-0.026079,0.98858,1.4941
20000,-0.11166,0.13071,-0.10131,-0.026079,0.98857,1.4941
20034,-0.11072,0.13071,-0.10227,-0.026079,0.98858,1.4941
20067,-0.10952,0.13071,-0.10198,-0.026079,0.98874,1.4941
20100,-0.10972,0.13071,-0.10192,-0.026079,0.98872,1.4941
20167,0.13006,0.13071,-0.079604,-0.026079,0.9883,1.4941
20200,0.12937,0.13071,-0.084514,-0.026079,0.98799,1.4941
20234,0.12902,0.13071,-0.086211,-0.026079,0.98789,1.4941
20267,0.13032,0.13071,-0.087537,-0.026079,0.9876,1.4941
20300,0.12992,0.13071,-0.089455,-0.026079,0.98748,1.4941
20334,0.12968,0.13071,-0.089901,-0.026079,0.98747,1.4941
20367,0.12856,0.13071,-0.089555,-0.026079,0.98765,1.4941
20400,0.1289,0.13071,-0.088658,-0.026079,0.98769,1.4941
20434,0.1292,0.13071,-0.088889,-0.026079,0.98763,1.4941
20467,0.13007,0.13071,-0.089887,-0.026079,0.98742,1.4941
20500,0.12911,0.13071,-0.089531,-0.026079,0.98758,1.4941
20534,0.12801,0.13071,-0.088631,-0.026079,0.98781,1.4941
20567,0.12809,0.13071,-0.088324,-0.026079,0.98782,1.4941
20600,0.13022,0.13071,-0.087724,-0.026079,0.9876,1.4941
20634,0.12929,0.13071,-0.087798,-0.026079,0.98771,1.4941
20667,0.12951,0.13071,-0.087132,-0.026079,0.98774,1.4941
20700,0.12936,0.13071,-0.087589,-0.026079,0.98772,1.4941
20734,0.1289,0.13071,-0.088016,-0.026079,0.98774,1.4941
20767,0.12858,0.13071,-0.088353,-0.026079,0.98776,1.4941
20800,0.1278,0.13071,-0.088261,-0.026079,0.98786,1.4941
20834,0.12835,0.13071,-0.087926,-0.026079,0.98782,1.4941
20867,0.13009,0.13071,-0.087384,-0.026079,0.98764,1.4941
20900,0.12946,0.13071,-0.08652,-0.026079,0.9878,1.4941
20934,0.12837,0.13071,-0.086489,-0.026079,0.98795,1.4941
20967,0.12775,0.13071,-0.085888,-0.026079,0.98808,1.4941
21000,0.12851,0.13071,-0.084662,-0.026079,0.98809,1.4941
21034,0.12905,0.13071,-0.086364,-0.026079,0.98787,1.4941
21067,0.128,0.13071,-0.084575,-0.026079,0.98816,1.4941
21100,0.12674,0.13071,-0.082982,-0.026079,0.98846,1.4941
21134,0.12601,0.12876,-0.080553,0.25951,0.98875,1.4718
21167,0.12678,0.12876,-0.080963,0.25951,0.98862,1.4718
21200,0.12739,0.12876,-0.079993,0.25951,0.98862,1.4718
21234,0.12784,0.12876,-0.079648,0.25951,0.98859,1.4718
21267,0.12714,0.12876,-0.080871,0.25951,0.98858,1.4718
21300,0.12711,0.12876,-0.079078,0.25951,0.98873,1.4718
21334,0.12731,0.12876,-0.079066,0.25951,0.98871,1.4718
21400,0.12092,0.12876,0.10764,0.25951,0.98681,1.4718
21434,0.11956,0.12876,0.10881,0.25951,0.98685,1.4718
21467,0.11904,0.12876,0.10959,0.25951,0.98682,1.4718
21500,0.11908,0.12876,0.10893,0.25951,0.98689,1.4718
21534,0.12,0.12876,0.11047,0.25951,0.98661,1.4718
21567,0.12356,0.12876,0.11743,0.25951,0.98536,1.4718
21600,0.12728,0.12876,0.12224,0.25951,0.98431,1.4718
21634,0.12926,0.12876,0.12602,0.25951,0.98357,1.4718
21667,0.1302,0.12876,0.12811,0.25951,0.98318,1.4718
21700,0.13016,0.12876,0.12888,0.25951,0.98308,1.4718
21734,0.12984,0.12876,0.1298,0.25951,0.983,1.4718
21767,0.13078,0.12876,0.13027,0.25951,0.98281,1.4718
21800,0.13079,0.12876,0.13149,0.25951,0.98265,1.4718
21834,0.13173,0.12876,0.13274,0.25951,0.98236,1.4718
21867,0.13265,0.12876,0.13366,0.25951,0.98211,1.4718
21900,0.13158,0.12876,0.1328,0.25951,0.98237,1.4718
21934,0.12937,0.12876,0.13282,0.25951,0.98266,1.4718
21967,0.12949,0.12876,0.1341,0.25951,0.98247,1.4718
22000,0.12911,0.12876,0.1352,0.25951,0.98237,1.4718
22034,0.12978,0.12876,0.13544,0.25951,0.98225,1.4718
22067,0.12991,0.12876,0.1356,0.25951,0.98221,1.4718
22100,0.1308,0.12876,0.13604,0.25951,0.98203,1.4718
22134,0.13146,0.12876,0.13609,0.25951,0.98194,1.4718
22167,0.13285,0.12876,0.13585,0.25951,0.98178,1.4718
22200,0.13352,0.12876,0.13567,0.25951,0.98172,1.4718
22234,0.13346,0.12876,0.13614,0.25951,0.98166,1.4718
22267,0.13276,0.12876,0.13623,0.25951,0.98174,1.4718
22300,0.13139,0.12876,0.13514,0.25951,0.98208,1.4718
22334,0.13009,0.12876,0.13408,0.25951,0.98239,1.4718
22367,0.12939,0.12876,0.13322,0.25951,0.9826,1.4718
22400,0.12952,0.1562,0.13253,0.13002,0.98268,1.4862
22434,0.12983,0.1562,0.13211,0.13002,0.9827,1.4862
22467,0.1299,0.1562,0.13138,0.13002,0.98278,1.4862
22500,0.13092,0.1562,0.13046,0.13002,0.98277,1.4862
22534,0.13121,0.1562,0.12992,0.13002,0.9828,1.4862
22567,0.13173,0.1562,0.13066,0.13002,0.98264,1.4862
22600,0.13332,0.1562,0.12267,0.13002,0.98345,1.4862
22634,0.15879,0.1562,0.02944,0.13002,0.98687,1.4862
22667,0.15617,0.1562,0.029129,0.13002,0.9873,1.4862
22700,0.15434,0.1562,0.028817,0.13002,0.9876,1.4862
22734,0.15311,0.1562,0.02831,0.13002,0.9878,1.4862
22767,0.15446,0.1562,0.030486,0.13002,0.98753,1.4862
22800,0.15414,0.1562,0.031428,0.13002,0.98755,1.4862
22834,0.15396,0.1562,0.033015,0.13002,0.98753,1.4862
22867,0.15518,0.1562,0.033714,0.13002,0.98731,1.4862
22900,0.15763,0.1562,0.035173,0.13002,0.98687,1.4862
22934,0.15661,0.1562,0.035963,0.13002,0.98701,1.4862
22967,0.15733,0.1562,0.035688,0.13002,0.9869,1.4862
23000,0.15397,0.1562,0.034101,0.13002,0.98749,1.4862
23034,0.15214,0.1562,0.03335,0.13002,0.9878,1.4862
23067,0.15058,0.1562,0.032255,0.13002,0.98807,1.4862
23100,0.15141,0.1562,0.03138,0.13002,0.98797,1.4862
23134,0.15067,0.1562,0.031032,0.13002,0.9881,1.4862
23167,0.14971,0.1562,0.031288,0.13002,0.98823,1.4862
23200,0.14919,0.1562,0.031028,0.13002,0.98832,1.4862
23234,0.14794,0.1562,0.031781,0.13002,0.98849,1.4862
23267,0.14753,0.1562,0.032447,0.13002,0.98853,1.4862
23300,0.1478,0.1562,0.032611,0.13002,0.98848,1.4862
23334,0.14717,0.1562,0.033869,0.13002,0.98853,1.4862
23367,0.1476,0.1562,0.034051,0.13002,0.98846,1.4862
23400,0.14687,0.1562,0.034579,0.13002,0.98855,1.4862
23434,0.14651,0.1562,0.035753,0.13002,0.98856,1.4862
23467,0.14647,0.1562,0.035059,0.13002,0.98859,1.4862
23500,0.14639,0.33738,0.034293,-0.025508,0.98863,1.4613
23534,0.14734,0.33738,0.034046,-0.025508,0.9885,1.4613
23567,0.1469,0.33738,0.034859,-0.025508,0.98854,1.4613
23600,0.14664,0.33738,0.035534,-0.025508,0.98855,1.4613
23634,0.14674,0.33738,0.036234,-0.025508,0.98851,1.4613
23667,0.14641,0.33738,0.03581,-0.025508,0.98858,1.4613
23700,0.19484,0.33738,0.013153,-0.025508,0.98075,1.4613
23767,0.26681,0.33738,-0.087053,-0.025508,0.95981,1.4613
23800,0.26706,0.33738,-0.086549,-0.025508,0.95979,1.4613
23834,0.26763,0.33738,-0.085455,-0.025508,0.95973,1.4613
23867,0.26806,0.33738,-0.085161,-0.025508,0.95963,1.4613
23900,0.26906,0.33738,-0.085179,-0.025508,0.95935,1.4613
23934,0.27137,0.33738,-0.083211,-0.025508,0.95887,1.4613
23967,0.2727,0.33738,-0.082943,-0.025508,0.95852,1.4613
24000,0.27476,0.33738,-0.083017,-0.025508,0.95792,1.4613
24034,0.27532,0.33738,-0.084209,-0.025508,0.95766,1.4613
24067,0.27615,0.33738,-0.082055,-0.025508,0.95761,1.4613
24100,0.27488,0.33738,-0.081058,-0.025508,0.95806,1.4613
24134,0.27464,0.33738,-0.079527,-0.025508,0.95825,1.4613
24167,0.27441,0.33738,-0.080115,-0.025508,0.95827,1.4613
24200,0.27361,0.33738,-0.079604,-0.025508,0.95854,1.4613
24234,0.27477,0.33738,-0.078515,-0.025508,0.9583,1.4613
24267,0.27481,0.33738,-0.077703,-0.025508,0.95835,1.4613
24300,0.27449,0.33738,-0.078235,-0.025508,0.9584,1.4613
24334,0.27447,0.33738,-0.07829,-0.025508,0.9584,1.4613
24367,0.27562,0.33738,-0.076341,-0.025508,0.95823,1.4613
24400,0.27555,0.33738,-0.075481,-0.025508,0.95832,1.4613
24434,0.27537,0.33738,-0.074886,-0.025508,0.95842,1.4613
24467,0.27525,0.33738,-0.073917,-0.025508,0.95853,1.4613
24500,0.27546,0.33738,-0.073493,-0.025508,0.9585,1.4613
24534,0.27539,0.33738,-0.073723,-0.025508,0.9585,1.4613
24567,0.27493,0.33738,-0.073436,-0.025508,0.95865,1.4613
24600,0.27414,0.33738,-0.073049,-0.025508,0.95891,1.4613
24634,0.27426,0.33738,-0.071679,-0.025508,0.95898,1.4613
24667,0.27328,0.33738,-0.072068,-0.025508,0.95923,1.4613
24700,0.27215,0.33738,-0.073047,-0.025508,0.95948,1.4613
24734,0.27299,0.33738,-0.072104,-0.025508,0.95931,1.4613
24767,0.27314,0.33738,-0.072073,-0.025508,0.95927,1.4613
24800,0.27164,0.33738,-0.071141,-0.025508,0.95977,1.4613
24834,0.27137,0.33738,-0.071465,-0.025508,0.95982,1.4613
24867,0.27072,0.26032,-0.071825,-0.051555,0.95997,1.4763
24900,0.27059,0.26032,-0.071828,-0.051555,0.96001,1.4763
24934,0.27049,0.26032,-0.072174,-0.051555,0.96001,1.4763
24967,0.27034,0.26032,-0.072824,-0.051555,0.96001,1.4763
25000,0.27023,0.26032,-0.072271,-0.051555,0.96008,1.4763
25034,0.26849,0.26032,-0.072911,-0.051555,0.96052,1.4763
25067,0.25201,0.26032,-0.078317,-0.051555,0.96455,1.4763
25100,0.24197,0.26032,-0.082974,-0.051555,0.96673,1.4763
25134,0.23373,0.26032,-0.08751,-0.051555,0.96836,1.4763
25167,0.22878,0.26032,-0.089475,-0.051555,0.96936,1.4763
25200,0.22622,0.26032,-0.091343,-0.051555,0.96979,1.4763
25234,0.22379,0.26032,-0.090544,-0.051555,0.97042,1.4763
25267,0.22191,0.26032,-0.090543,-0.051555,0.97085,1.4763
25300,0.21865,0.26032,-0.089454,-0.051555,0.97169,1.4763
25334,0.21698,0.26032,-0.088037,-0.051555,0.9722,1.4763
25367,0.21632,0.26032,-0.089116,-0.051555,0.97225,1.4763
25400,0.21674,0.26032,-0.090702,-0.051555,0.97201,1.4763
25434,0.21767,0.26032,-0.09124,-0.051555,0.97175,1.4763
25467,0.21933,0.26032,-0.091449,-0.051555,0.97136,1.4763
25500,0.21767,0.26032,-0.09217,-0.051555,0.97166,1.4763
25534,0.21716,0.26032,-0.093128,-0.051555,0.97168,1.4763
25567,0.21812,0.26032,-0.094425,-0.051555,0.97134,1.4763
25600,0.21832,0.26032,-0.095086,-0.051555,0.97123,1.4763
25634,0.21901,0.26032,-0.096186,-0.051555,0.97097,1.4763
25667,0.21942,0.26032,-0.094759,-0.051555,0.97102,1.4763
25700,0.21869,0.26032,-0.095023,-0.051555,0.97116,1.4763
25734,0.21871,0.26032,-0.094313,-0.051555,0.97122,1.4763
25767,0.2208,0.26032,-0.094139,-0.051555,0.97076,1.4763
25800,0.2208,0.26032,-0.093932,-0.051555,0.97079,1.4763
25834,0.22043,0.26032,-0.095263,-0.051555,0.97074,1.4763
25867,0.22023,0.26032,-0.095228,-0.051555,0.97079,1.4763
25900,0.22058,0.26032,-0.09248,-0.051555,0.97097,1.4763
25934,0.21961,0.26032,-0.091929,-0.051555,0.97125,1.4763
25967,0.21939,0.26032,-0.091383,-0.051555,0.97135,1.4763
26000,0.21964,0.26032,-0.091335,-0.051555,0.9713,1.4763
26034,0.21867,0.18212,-0.091142,-0.12977,0.97153,1.4832
26067,0.21958,0.18212,-0.091159,-0.12977,0.97133,1.4832
26100,0.22083,0.18212,-0.089755,-0.12977,0.97117,1.4832
26134,0.21996,0.18212,-0.088376,-0.12977,0.9715,1.4832
26167,0.2173,0.18212,-0.087903,-0.12977,0.97214,1.4832
26200,0.21667,0.18212,-0.088474,-0.12977,0.97223,1.4832
26234,0.20277,0.18212,-0.098228,-0.12977,0.97429,1.4832
26267,0.17557,0.18212,-0.13965,-0.12977,0.97451,1.4832
26300,0.17582,0.18212,-0.14035,-0.12977,0.97437,1.4832
26334,0.17418,0.18212,-0.1393,-0.12977,0.97481,1.4832
26367,0.16959,0.18212,-0.13975,-0.12977,0.97556,1.4832
26400,0.16769,0.18212,-0.14322,-0.12977,0.97538,1.4832
26434,0.16592,0.18212,-0.14642,-0.12977,0.97521,1.4832
26467,0.16409,0.18212,-0.14935,-0.12977,0.97507,1.4832
26500,0.16464,0.18212,-0.14992,-0.12977,0.97489,1.4832
26534,0.16482,0.18212,-0.15054,-0.12977,0.97477,1.4832
26567,0.16338,0.18212,-0.15081,-0.12977,0.97497,1.4832
26600,0.16293,0.18212,-0.15131,-0.12977,0.97497,1.4832
26634,0.16341,0.18212,-0.1514,-0.12977,0.97487,1.4832
26667,0.16409,0.18212,-0.15034,-0.12977,0.97492,1.4832
26700,0.1641,0.18212,-0.15028,-0.12977,0.97493,1.4832
26734,0.16578,0.18212,-0.14934,-0.12977,0.97479,1.4832
26767,0.16609,0.18212,-0.14928,-0.12977,0.97475,1.4832
26800,0.1658,0.18212,-0.14875,-0.12977,0.97488,1.4832
26834,0.16588,0.18212,-0.14837,-0.12977,0.97492,1.4832
26867,0.16452,0.18212,-0.14836,-0.12977,0.97515,1.4832
26901,0.16436,0.18212,-0.14888,-0.12977,0.9751,1.4832
26934,0.1656,0.18212,-0.14914,-0.12977,0.97485,1.4832
26967,0.16572,0.18212,-0.1478,-0.12977,0.97503,1.4832
27000,0.16517,0.18212,-0.14699,-0.12977,0.97525,1.4832
27034,0.16322,0.18212,-0.14724,-0.12977,0.97554,1.4832
27067,0.16165,0.18212,-0.14729,-0.12977,0.97579,1.4832
